bsi11s8g01081,.,tsi13s22g00149,tsi13s1g00744,,tsi13s1g00497,atr42s3g02091
bsi11s10g00795,bsi11s14g01027,tsi13s10g00615,tsi13s19g00777,.,tsi13s23g00456,atr42s7g00651
bsi11s10g00782,bsi11s14g01018,tsi13s10g00625,tsi13s19g00764,tsi13s11g00737,.,atr42s7g00619
bsi11s10g00762,.,tsi13s10g00634,.,tsi13s11g00748,.,atr42s7g00413
bsi11s10g00761,.,tsi13s10g00637,.,.,tsi13s23g00477,atr42s7g00397
bsi11s10g00758,bsi11s14g00999,tsi13s10g00638,.,tsi13s11g00752,tsi13s23g00479,atr42s7g00392
bsi11s10g00740,.,tsi13s10g00650,,tsi13s11g00757,.,atr42s7g00360
.,bsi11s14g00990,tsi13s10g00654,,.,tsi13s23g00491,atr42s7g00358
bsi11s10g00724,.,tsi13s10g00658,,tsi13s11g00760,.,atr42s7g00327
bsi11s10g00703,.,tsi13s10g00669,,tsi13s11g00771,.,atr42s7g00225
.,bsi11s14g00981,tsi13s10g00672,,tsi13s11g00776,.,atr42s7g00224
bsi11s10g00696,.,tsi13s10g00679,,tsi13s11g00779,.,atr42s7g00219
.,bsi11s14g00980,tsi13s10g00681,,tsi13s11g00781,tsi13s23g00512,atr42s7g00217
bsi11s10g00687,.,tsi13s10g00683,,tsi13s11g00785,tsi13s23g00513,atr42s7g00211
bsi11s10g00689,bsi11s14g00979,tsi13s10g00686,,tsi13s11g00786,.,atr42s7g00204
bsi11s10g00690,.,tsi13s10g00688,,tsi13s11g00787,.,atr42s7g00203
bsi11s10g00684,bsi11s14g00975,tsi13s10g00690,,tsi13s11g00789,tsi13s23g00515,atr42s7g00201
bsi11s10g00682,bsi11s14g00974,tsi13s10g00695,,tsi13s11g00790,tsi13s23g00518,atr42s7g00200
bsi11s10g00681,bsi11s14g00970,tsi13s10g00700,,.,tsi13s23g00519,atr42s7g00194
bsi11s10g00673,bsi11s14g00967,tsi13s10g00719,,tsi13s11g00811,tsi13s23g00522,atr42s7g00183
bsi11s10g00670,.,tsi13s10g00721,,.,tsi13s23g00524,atr42s7g01530
bsi11s10g00663,bsi11s14g00965,tsi13s10g00727,,tsi13s11g00817,.,atr42s7g00165
bsi11s10g00655,.,tsi13s10g00733,,.,tsi13s23g00532,atr42s7g00150
.,bsi11s14g00961,tsi13s10g00734,,.,tsi13s23g00537,atr42s7g00132
.,bsi11s14g00958,tsi13s10g00736,,.,tsi13s23g00542,atr42s7g00130
bsi11s10g00638,bsi11s14g00956,tsi13s10g00737,,tsi13s11g00827,tsi13s23g00543,atr42s7g00124
bsi11s10g00635,bsi11s14g00953,tsi13s10g00738,,tsi13s11g00828,tsi13s23g00548,atr42s7g01544
bsi11s10g00626,bsi11s14g00952,tsi13s10g00741,,tsi13s11g00831,tsi13s23g00555,atr42s7g01558
.,bsi11s14g00951,tsi13s10g00742,,tsi13s11g00832,tsi13s23g00556,atr42s7g01562
bsi11s10g00611,.,tsi13s10g00751,,tsi13s11g00838,.,atr42s7g01575
bsi11s10g00610,bsi11s14g00947,tsi13s10g00752,,tsi13s11g00839,.,atr42s7g01581
bsi11s10g00596,.,tsi13s10g00762,.,.,tsi13s23g00581,atr42s7g01598
.,bsi11s14g00924,tsi13s10g00765,tsi13s19g00745,tsi13s11g00853,.,atr42s7g01599
bsi11s10g00594,bsi11s14g00923,tsi13s10g00767,tsi13s19g00742,tsi13s11g00854,tsi13s23g00584,atr42s7g01600
bsi11s10g00592,bsi11s14g00920,tsi13s10g00769,tsi13s19g00741,.,tsi13s23g00585,atr42s7g01606
bsi11s10g00567,.,tsi13s10g00798,tsi13s19g00703,.,tsi13s23g00616,atr42s3g02595
bsi11s10g00563,bsi11s14g00880,tsi13s10g00803,.,tsi13s11g00877,tsi13s23g00623,atr42s3g02605
bsi11s10g00561,.,tsi13s10g00808,tsi13s19g00698,.,tsi13s23g00627,atr42s3g02607
bsi11s10g00560,bsi11s14g00877,tsi13s10g00809,tsi13s19g00697,.,tsi13s23g00629,atr42s3g02608
bsi11s10g00557,.,tsi13s10g00811,tsi13s19g00692,tsi13s11g00887,tsi13s23g00633,atr42s3g02615
bsi11s10g00555,bsi11s14g00873,tsi13s10g00812,tsi13s19g00690,tsi13s11g00888,tsi13s23g00634,atr42s3g02620
bsi11s10g00554,bsi11s14g00870,tsi13s10g00816,tsi13s19g00687,tsi13s11g00889,.,atr42s3g02623
bsi11s10g00550,.,tsi13s10g00822,.,tsi13s11g00892,.,atr42s3g02627
bsi11s10g00544,bsi11s14g00869,tsi13s10g00828,tsi13s19g00686,tsi13s11g00893,tsi13s23g00640,atr42s3g02630
bsi11s10g00543,bsi11s14g00867,tsi13s10g00829,tsi13s19g00685,.,tsi13s23g00641,atr42s3g02632
bsi11s10g00542,.,tsi13s10g00831,.,tsi13s11g00896,.,atr42s3g02634
.,bsi11s14g00859,tsi13s10g00840,tsi13s19g00679,tsi13s11g00899,.,atr42s3g02651
bsi11s10g00538,bsi11s14g00858,tsi13s10g00841,.,tsi13s11g00900,.,atr42s3g02654
bsi11s10g00529,bsi11s14g00847,tsi13s10g00853,tsi13s19g00659,.,tsi13s23g00659,atr42s3g02658
bsi11s10g00527,bsi11s14g00846,tsi13s10g00855,tsi13s19g00657,.,tsi13s23g00660,atr42s3g02667
bsi11s10g00524,.,tsi13s10g00857,.,tsi13s11g00906,.,atr42s3g02669
.,bsi11s14g00839,tsi13s10g00863,.,.,tsi13s23g00663,atr42s3g02676
bsi11s10g00522,.,tsi13s10g00874,.,tsi13s11g00913,.,atr42s3g02678
bsi11s10g00519,bsi11s14g00833,tsi13s10g00880,.,tsi13s11g00916,.,atr42s3g02686
bsi11s10g00518,.,tsi13s10g00881,.,tsi13s11g00918,.,atr42s3g02687
bsi11s10g00509,.,tsi13s10g00887,tsi13s19g00623,tsi13s11g00925,.,atr42s3g02710
bsi11s10g00507,.,tsi13s10g00889,.,tsi13s11g00926,.,atr42s3g02715
bsi11s10g00505,.,tsi13s10g00891,tsi13s19g00620,.,tsi13s23g00683,atr42s3g02718
.,bsi11s14g00822,tsi13s10g00892,.,.,tsi13s23g00684,atr42s3g02721
.,bsi11s14g00812,tsi13s10g00895,.,tsi13s11g00930,tsi13s23g00686,atr42s3g02724
bsi11s10g00503,bsi11s14g00800,tsi13s10g00896,tsi13s19g00616,.,tsi13s23g00687,atr42s3g02725
bsi11s10g00502,bsi11s14g00799,tsi13s10g00897,tsi13s19g00615,.,tsi13s23g00688,atr42s3g02726
bsi11s10g00501,.,tsi13s10g00899,.,.,tsi13s23g00689,atr42s3g02733
bsi11s10g00497,bsi11s14g00794,tsi13s10g00901,tsi13s19g00609,tsi13s11g00934,tsi13s23g00693,atr42s3g02744
bsi11s10g00496,bsi11s14g00793,tsi13s10g00902,tsi13s19g00607,.,tsi13s23g00694,atr42s3g02749
.,bsi11s14g00785,tsi13s10g00905,.,tsi13s11g00936,.,atr42s3g02751
bsi11s10g00494,bsi11s14g00784,tsi13s10g00906,tsi13s19g00604,.,tsi13s23g00696,atr42s3g02753
bsi11s10g00493,bsi11s14g00783,tsi13s10g00907,tsi13s19g00601,tsi13s11g00937,.,atr42s3g02755
.,bsi11s14g00779,tsi13s10g00910,tsi13s19g00599,.,tsi13s23g00698,atr42s3g02761
.,bsi11s14g00776,tsi13s10g00913,.,tsi13s11g00941,.,atr42s3g02765
bsi11s10g00487,bsi11s14g00775,tsi13s10g00915,tsi13s19g00597,.,tsi13s23g00702,atr42s3g02768
bsi11s10g00486,.,tsi13s10g00916,.,tsi13s11g00946,.,atr42s3g02772
.,bsi11s14g00773,tsi13s10g00920,.,tsi13s11g00947,.,atr42s3g02773
bsi11s10g00477,.,tsi13s10g00921,.,tsi13s11g00954,.,atr42s3g02781
bsi11s10g00469,bsi11s14g00764,tsi13s10g00923,tsi13s19g00582,tsi13s11g00957,tsi13s23g00734,atr42s3g02792
bsi11s10g00467,bsi11s14g00763,tsi13s10g00924,tsi13s19g00580,tsi13s11g00961,tsi13s23g00735,atr42s3g02794
bsi11s10g00463,bsi11s14g00759,tsi13s10g00926,.,tsi13s11g00964,tsi13s23g00740,atr42s3g02803
bsi11s10g00458,bsi11s14g00754,tsi13s10g00927,tsi13s19g00569,tsi13s11g00968,tsi13s23g00744,atr42s3g02811
bsi11s10g00454,bsi11s14g00742,tsi13s10g00931,tsi13s19g00561,.,tsi13s23g00752,atr42s3g02825
bsi11s10g00452,bsi11s14g00737,tsi13s10g00933,tsi13s19g00558,.,tsi13s23g00761,atr42s3g00587
.,bsi11s14g00731,tsi13s10g00940,tsi13s19g00555,tsi13s11g00975,.,atr42s3g00570
bsi11s10g00446,bsi11s14g00730,tsi13s10g00942,tsi13s19g00554,tsi13s11g00979,tsi13s23g00763,atr42s3g00563
bsi11s10g00442,bsi11s14g00723,tsi13s10g00949,tsi13s19g00511,tsi13s11g00981,.,atr42s3g00547
bsi11s10g00439,.,tsi13s10g00954,tsi13s19g00515,tsi13s11g00983,tsi13s23g00803,atr42s3g00537
bsi11s10g00436,bsi11s14g00717,tsi13s10g00956,.,tsi13s11g00986,.,atr42s3g00529
.,bsi11s14g00715,tsi13s10g00957,tsi13s19g00522,.,tsi13s23g00797,atr42s3g00522
bsi11s10g00432,bsi11s14g00711,tsi13s10g00961,tsi13s19g00525,.,tsi13s23g00793,atr42s1g02317
bsi11s10g00431,bsi11s14g00710,tsi13s10g00962,tsi13s19g00526,.,tsi13s23g00792,atr42s1g02316
bsi11s10g00424,bsi11s14g00708,tsi13s10g00964,tsi13s19g00530,tsi13s11g00992,.,atr42s1g02308
.,bsi11s14g00707,tsi13s10g00965,.,tsi13s11g00994,.,atr42s1g02306
bsi11s10g00419,bsi11s14g00699,tsi13s10g00972,.,tsi13s11g00999,.,atr42s1g02298
.,bsi11s14g00697,tsi13s10g00974,.,tsi13s11g01002,.,atr42s1g02290
.,bsi11s14g00677,tsi13s10g00989,.,tsi13s11g01013,.,atr42s1g02684
.,bsi11s14g00673,tsi13s10g00993,.,tsi13s11g01018,.,atr42s1g02675
bsi11s10g00392,bsi11s14g00670,tsi13s10g00999,tsi13s19g00501,.,tsi13s23g00815,atr42s1g02661
.,bsi11s14g00663,tsi13s10g01009,tsi13s19g00500,tsi13s11g01023,.,atr42s1g02648
.,bsi11s14g00660,tsi13s10g01011,.,tsi13s11g01025,.,atr42s1g02646
bsi11s10g00389,bsi11s14g00658,tsi13s10g01012,tsi13s19g00497,tsi13s11g01031,tsi13s23g00816,atr42s1g02642
bsi11s10g00384,bsi11s14g00654,tsi13s10g01017,tsi13s19g00490,tsi13s11g01034,tsi13s23g00821,atr42s1g02631
bsi11s10g00382,bsi11s14g00649,tsi13s10g01018,.,.,tsi13s23g00822,atr42s1g02627
.,bsi11s14g00643,tsi13s10g01025,.,tsi13s11g01041,.,atr42s1g02617
.,bsi11s14g00639,tsi13s10g01026,.,tsi13s11g01044,.,atr42s1g02610
bsi11s10g00373,bsi11s14g00630,tsi13s10g01029,.,.,tsi13s23g00831,atr42s1g02604
.,bsi11s14g00627,tsi13s10g01033,.,tsi13s11g01047,.,atr42s1g02598
.,bsi11s14g00625,tsi13s10g01041,.,tsi13s11g01049,.,atr42s1g02588
.,bsi11s14g00624,tsi13s10g01042,.,tsi13s11g01050,.,atr42s1g02587
.,bsi11s14g00622,tsi13s10g01044,.,tsi13s11g01053,.,atr42s1g02585
.,bsi11s14g00612,tsi13s10g01051,tsi13s19g00462,.,tsi13s23g00838,atr42s1g02563
.,bsi11s14g00610,tsi13s10g01052,tsi13s19g00460,.,tsi13s23g00841,atr42s1g02559
.,bsi11s14g00607,tsi13s10g01059,.,.,tsi13s23g00851,atr42s1g02541
bsi11s10g00352,bsi11s14g00605,tsi13s10g01060,tsi13s19g00450,tsi13s11g01056,.,atr42s12g02069
bsi11s10g00350,.,tsi13s10g01062,tsi13s19g00447,.,tsi13s23g00852,atr42s12g02075
.,bsi11s14g00603,tsi13s10g01064,tsi13s19g00444,tsi13s11g01060,.,atr42s12g02082
bsi11s10g00344,bsi11s14g00602,tsi13s10g01068,.,tsi13s11g01061,.,atr42s12g02087
bsi11s10g00328,bsi11s14g00600,tsi13s10g01071,tsi13s19g00442,.,tsi13s23g00865,atr42s12g02093
bsi11s10g00324,.,tsi13s10g01077,tsi13s19g00436,tsi13s11g01068,tsi13s23g00868,atr42s12g02096
.,bsi11s14g00585,tsi13s10g01082,tsi13s19g00433,tsi13s11g01071,tsi13s23g00870,atr42s12g02109
.,bsi11s14g00582,tsi13s10g01084,.,tsi13s11g01072,.,atr42s12g02116
bsi11s10g00315,bsi11s9g01660,tsi13s10g01088,.,tsi13s11g01076,.,atr42s2g02521
bsi11s10g00312,.,tsi13s10g01092,.,.,tsi13s23g00878,atr42s2g02525
bsi11s10g00310,bsi11s9g01653,tsi13s10g01093,tsi13s19g00419,tsi13s11g01086,tsi13s23g00880,atr42s2g02526
bsi11s10g00308,bsi11s14g00565,tsi13s10g01095,.,tsi13s11g01087,tsi13s23g00881,atr42s2g02530
bsi11s10g00302,bsi11s14g00556,tsi13s10g01103,.,tsi13s11g01095,.,atr42s2g02543
bsi11s10g00301,bsi11s14g00554,tsi13s10g01106,tsi13s19g00403,tsi13s11g01096,.,atr42s2g02545
bsi11s10g00300,bsi11s14g00553,tsi13s10g01108,tsi13s19g00400,tsi13s11g01097,tsi13s23g00886,atr42s2g02549
.,bsi11s14g00537,tsi13s10g01114,.,tsi13s11g01105,.,atr42s2g02604
.,bsi11s14g00538,tsi13s10g01115,.,tsi13s11g01106,.,atr42s2g02603
.,bsi11s14g00562,tsi13s10g01129,.,.,tsi13s23g00906,atr42s2g02589
bsi11s10g00278,bsi11s14g00531,tsi13s10g01134,tsi13s19g00379,tsi13s11g01121,tsi13s23g00908,atr42s2g02593
bsi11s10g00272,bsi11s14g00518,tsi13s10g01139,.,tsi13s11g01126,.,atr42s6g00151
bsi11s10g00268,bsi11s14g00511,tsi13s10g01143,,tsi13s11g01132,,atr42s2g02628
bsi11s10g00265,bsi11s14g00509,tsi13s10g01144,,tsi13s11g01134,tsi13s23g00977,atr42s2g02629
.,bsi11s14g00508,tsi13s10g01145,,tsi13s11g01136,.,atr42s2g02632
.,bsi11s14g00503,tsi13s10g01155,tsi13s19g00281,tsi13s11g01143,.,atr42s6g00146
.,bsi11s14g00502,tsi13s10g01156,.,tsi13s11g01145,.,atr42s6g00138
bsi11s10g00261,bsi11s14g00501,tsi13s10g01157,tsi13s19g00284,tsi13s11g01146,tsi13s23g00971,atr42s2g02647
bsi11s10g00258,bsi11s14g00500,tsi13s10g01160,tsi13s19g00285,tsi13s11g01149,.,atr42s6g00118
bsi11s10g00256,.,tsi13s10g01161,.,tsi13s11g01151,.,atr42s2g02660
bsi11s10g00252,bsi11s14g00493,tsi13s10g01162,.,tsi13s11g01153,tsi13s23g00963,atr42s2g02664
bsi11s10g00251,bsi11s14g00492,tsi13s10g01163,tsi13s19g00293,tsi13s11g01155,.,atr42s2g02672
.,bsi11s14g00487,tsi13s10g01165,tsi13s19g00294,tsi13s11g01156,tsi13s23g00962,atr42s2g02673
.,bsi11s14g00470,tsi13s10g01168,.,tsi13s11g01164,.,atr42s6g00098
bsi11s10g00245,bsi11s14g00464,tsi13s10g01173,tsi13s19g00298,.,tsi13s23g00956,atr42s6g00096
bsi11s10g00242,.,tsi13s10g01175,tsi13s19g00304,tsi13s11g01174,.,atr42s6g00080
bsi11s10g00241,bsi11s14g00454,tsi13s10g01176,.,tsi13s11g01179,.,atr42s6g00054
bsi11s10g00240,bsi11s14g00451,tsi13s10g01178,tsi13s19g00314,tsi13s11g01182,tsi13s23g00953,atr42s2g02801
bsi11s10g00232,.,tsi13s10g01186,.,tsi13s11g01188,.,atr42s2g02784
.,bsi11s14g00444,tsi13s10g01189,.,tsi13s11g01194,.,atr42s2g02770
.,bsi11s14g00439,tsi13s10g01192,tsi13s19g00326,tsi13s11g01196,.,atr42s2g02751
.,bsi11s14g00437,tsi13s10g01193,tsi13s19g00328,.,tsi13s23g00949,atr42s2g02739
bsi11s10g00225,bsi11s14g00435,tsi13s10g01195,tsi13s19g00332,tsi13s11g01198,tsi13s23g00947,atr42s2g02735
bsi11s10g00224,bsi11s14g00434,tsi13s10g01196,.,tsi13s11g01200,tsi13s23g00946,atr42s6g00047
bsi11s10g00215,.,tsi13s10g01211,tsi13s19g00338,tsi13s11g01203,.,atr42s2g02704
bsi11s10g00181,bsi11s14g00393,tsi13s10g01247,.,tsi13s11g01220,tsi13s23g01035,atr42s2g02320
bsi11s10g00173,bsi11s14g00371,tsi13s10g01261,.,tsi13s11g01230,tsi13s23g01008,atr42s2g02504
.,bsi11s14g00364,tsi13s10g01268,tsi13s19g00230,tsi13s11g01234,.,atr42s2g02292
bsi11s10g00170,.,tsi13s10g01270,tsi13s19g00235,.,tsi13s23g01001,atr42s2g02285
bsi11s10g00160,.,tsi13s10g01273,.,.,tsi13s23g01000,atr42s2g02477
.,bsi11s14g00358,tsi13s10g01274,tsi13s19g00238,tsi13s11g01238,.,atr42s2g02479
bsi11s10g00158,bsi11s14g00356,tsi13s10g01277,.,tsi13s11g01241,.,atr42s2g02487
.,bsi11s14g00347,tsi13s10g01283,.,tsi13s11g01244,tsi13s23g00995,atr42s2g02503
.,bsi11s14g00345,tsi13s10g01284,tsi13s19g00250,tsi13s11g01245,tsi13s23g00994,atr42s2g02500
bsi11s10g00154,bsi11s14g00343,tsi13s10g01287,.,.,tsi13s23g00992,atr42s2g02507
.,bsi11s14g00340,tsi13s10g01290,.,tsi13s11g01249,.,atr42s2g02476
.,bsi11s14g00339,tsi13s10g01291,tsi13s19g00252,.,tsi13s23g00990,atr42s2g02475
.,bsi11s14g00332,tsi13s10g01295,.,tsi13s11g01251,.,atr42s2g02459
.,bsi11s14g00326,tsi13s10g01298,tsi13s19g00261,tsi13s11g01254,.,atr42s2g02453
.,bsi11s14g00325,tsi13s10g01299,.,tsi13s11g01255,.,atr42s2g02452
.,bsi11s14g00324,tsi13s10g01300,tsi13s19g00262,tsi13s11g01256,.,atr42s2g02450
.,bsi11s14g00321,tsi13s10g01302,.,tsi13s11g01258,.,atr42s2g02446
bsi11s10g00148,.,tsi13s10g01303,.,tsi13s11g01259,.,atr42s2g02445
.,bsi11s14g00316,tsi13s10g01306,.,tsi13s11g01261,.,atr42s2g02443
.,bsi11s14g00308,tsi13s10g01309,tsi13s19g00274,tsi13s11g01265,.,atr42s2g02431
.,bsi11s14g00302,tsi13s10g01312,.,tsi13s11g01268,.,atr42s2g02425
.,bsi11s14g00300,tsi13s10g01313,.,tsi13s11g01269,.,atr42s2g02424
.,bsi11s14g00299,tsi13s10g01315,tsi13s19g00278,tsi13s11g01273,tsi13s23g00979,atr42s2g02390
bsi11s10g00143,bsi11s14g00289,tsi13s10g01317,,tsi13s11g01275,,atr42s2g02396
bsi11s10g00142,bsi11s14g00288,tsi13s10g01318,,tsi13s11g01277,,atr42s2g02399
bsi11s10g00132,.,tsi13s10g01329,.,tsi13s11g01284,,atr42s2g02858
bsi11s10g00129,.,tsi13s10g01334,.,tsi13s11g01288,,atr42s2g02864
bsi11s10g00128,.,tsi13s10g01337,.,tsi13s11g01289,,atr42s2g02873
.,bsi11s14g00272,tsi13s10g01340,,tsi13s11g01290,,atr42s2g02878
.,bsi11s14g00271,tsi13s10g01341,,tsi13s11g01291,,atr42s2g02879
bsi11s10g00120,bsi11s14g00264,tsi13s10g01342,tsi13s19g00093,tsi13s11g01295,,atr42s2g02883
bsi11s10g00118,bsi11s14g00263,tsi13s10g01343,.,tsi13s11g01296,,atr42s2g02888
.,bsi11s14g00247,tsi13s10g01347,.,tsi13s11g01299,,atr42s2g02847
.,bsi11s14g00132,tsi13s10g01353,.,tsi13s11g01303,,atr42s2g02373
bsi11s10g00111,.,tsi13s10g01355,.,tsi13s11g01305,,atr42s2g02362
bsi11s10g00110,bsi11s14g00135,tsi13s10g01358,tsi13s19g00104,tsi13s11g01307,tsi13s23g01078,atr42s2g02361
bsi11s10g00109,bsi11s14g00136,tsi13s10g01360,.,tsi13s11g01308,tsi13s23g01077,atr42s2g02905
bsi11s10g00101,.,tsi13s10g01365,.,tsi13s11g01310,.,atr42s2g02163
bsi11s10g00098,bsi11s14g00161,tsi13s10g01369,tsi13s19g00124,tsi13s11g01316,tsi13s23g01072,atr42s2g02159
bsi11s10g00096,.,tsi13s10g01371,.,tsi13s11g01319,.,atr42s2g02157
.,bsi11s14g00163,tsi13s10g01372,tsi13s19g00126,tsi13s11g01320,tsi13s23g01071,atr42s2g02155
bsi11s10g00092,bsi11s14g00165,tsi13s10g01375,tsi13s19g00129,tsi13s11g01321,.,atr42s2g02143
.,bsi11s14g00166,tsi13s10g01377,.,tsi13s11g01322,.,atr42s2g02144
.,bsi11s14g00167,tsi13s10g01378,.,tsi13s11g01323,.,atr42s2g02147
bsi11s10g00082,bsi11s14g00192,tsi13s10g01394,.,tsi13s11g01336,tsi13s23g01097,atr42s2g02170
.,bsi11s14g00197,tsi13s10g01398,.,tsi13s11g01341,.,atr42s2g02176
.,bsi11s14g00198,tsi13s10g01400,.,tsi13s11g01342,.,atr42s2g02178
.,bsi11s14g00128,tsi13s10g01419,.,tsi13s11g01351,.,atr42s2g02196
bsi11s10g00065,.,tsi13s10g01424,.,tsi13s9g01335,.,atr42s2g02205
.,bsi11s14g00125,tsi13s10g01429,.,tsi13s11g01353,.,atr42s2g02206
.,bsi11s14g00121,tsi13s10g01432,.,tsi13s11g01358,.,atr42s2g02211
bsi11s10g00062,bsi11s14g00117,tsi13s10g01435,.,tsi13s11g01359,.,atr42s2g02223
.,bsi11s14g00116,tsi13s10g01437,.,.,tsi13s23g01054,atr42s2g03021
.,bsi11s14g00105,tsi13s10g01444,.,tsi13s9g01321,.,atr42s2g03061
bsi11s10g00055,bsi11s14g00096,tsi13s10g01452,.,tsi13s11g01363,tsi13s23g01048,atr42s2g03011
bsi11s10g00050,.,tsi13s10g01453,tsi13s19g00164,tsi13s11g01364,tsi13s23g01046,atr42s2g03007
bsi11s10g00049,bsi11s14g00067,tsi13s10g01454,tsi13s19g00166,tsi13s11g01365,tsi13s23g01044,atr42s2g03004
.,bsi11s14g00069,tsi13s10g01456,tsi13s19g00167,tsi13s11g01368,tsi13s23g01043,atr42s2g03001
.,bsi11s14g00070,tsi13s10g01457,tsi13s19g00168,tsi13s11g01369,tsi13s23g01042,atr42s2g03000
.,bsi11s14g00073,tsi13s10g01460,tsi13s19g00171,.,tsi13s23g01040,atr42s2g02995
bsi11s10g00038,bsi11s14g00087,tsi13s10g01468,,tsi13s11g01386,,atr42s2g02971
.,bsi11s14g00063,tsi13s10g01472,,tsi13s11g01394,,atr42s2g02961
.,bsi11s14g00053,tsi13s10g01474,,tsi13s11g01396,,atr42s2g02947
bsi11s10g00032,bsi11s14g00052,tsi13s10g01475,,tsi13s11g01397,,atr42s2g02946
.,bsi11s14g00047,tsi13s10g01479,,tsi13s11g01401,,atr42s2g02936
.,bsi11s14g00035,tsi13s10g01485,,tsi13s11g01409,,atr42s2g02915
bsi11s10g00026,bsi11s14g00030,tsi13s10g01488,,tsi13s11g01412,,atr42s2g02912
bsi11s10g00012,,tsi13s10g01501,,tsi13s11g01421,,atr42s2g02271
