,loc1,loc2,grading,usedtimes1,usedtimes2,times,score1,score2,path1,path2
83267,149,175,40,4,10,1,6519,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83267]",[83267]
83268,149,176,40,3,5,1,6568,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83268]",[83268]
83265,149,177,50,4,0,1,6627,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265]",[83265]
83270,150,178,50,6,0,1,6675,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270]",[83270]
83278,151,180,50,5,0,1,6722,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278]",[83278]
83282,152,181,50,6,0,1,6770,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282]",[83282]
83290,153,182,50,30,0,1,6818,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290]",[83290]
83297,154,184,50,18,0,1,6865,50,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297]",[83297]
83299,154,185,40,12,3,1,6854,78,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83299]","[83323, 83299]"
83298,154,186,40,8,5,1,6853,126,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83298]","[83340, 83322, 83298]"
83303,154,187,25,16,7,1,6837,138,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83303]","[83409, 83341, 83324, 83303]"
83302,154,190,25,11,4,1,6834,157,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83302]","[83723, 83527, 83408, 83386, 83302]"
83301,154,192,40,9,5,1,6847,227,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83301]","[83724, 83540, 83440, 83413, 83366, 83301]"
83308,154,193,25,58,5,1,6831,251,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83308]","[83724, 83540, 83440, 83413, 83366, 83343, 83308]"
83306,154,196,25,5,7,1,6828,273,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83306]","[83724, 83540, 83440, 83413, 83366, 83343, 83329, 83306]"
83304,154,202,25,9,5,1,6822,267,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83304]","[83883, 83767, 83725, 83588, 83568, 83522, 83347, 83304]"
83300,154,204,40,11,7,1,6835,395,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83300]","[83883, 83767, 83725, 83702, 83689, 83663, 83625, 83610, 83596, 83573, 83524, 83300]"
83323,155,184,40,3,1,1,6854,40,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83323]",[83323]
83322,155,185,50,11,4,1,6913,88,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83322]","[83340, 83322]"
83324,155,186,40,12,5,1,6902,115,"[81111, 81127, 81156, 81184, 81203, 81204, 81240, 81242, 81255, 81259, 81261, 81269, 81272, 81274, 81277, 81315, 81316, 81327, 81328, 81330, 81331, 81354, 81355, 81358, 81367, 81373, 81381, 81383, 81384, 81391, 81392, 81394, 81396, 81397, 81399, 81423, 81433, 81445, 81462, 81503, 81542, 81587, 81591, 81614, 81629, 81636, 81642, 81644, 81652, 81653, 81654, 81656, 81659, 81661, 81662, 81674, 81677, 81679, 81888, 81897, 81909, 81914, 82124, 82125, 82128, 82130, 82203, 82204, 82205, 82207, 82220, 82222, 82226, 82231, 82237, 82241, 82243, 82247, 82461, 82466, 82471, 82472, 82473, 82476, 82480, 82482, 82485, 82489, 82490, 82499, 82500, 82631, 82632, 82643, 82646, 82651, 82754, 82772, 82779, 82787, 82891, 82904, 82908, 82914, 83068, 83070, 83076, 83080, 83090, 83099, 83100, 83104, 83117, 83118, 83119, 83120, 83133, 83146, 83147, 83149, 83150, 83152, 83154, 83156, 83158, 83160, 83163, 83164, 83165, 83166, 83169, 83171, 83173, 83174, 83177, 83183, 83179, 83184, 83265, 83270, 83278, 83282, 83290, 83297, 83324]","[83409, 83341, 83324]"
