aek_tsi13s1g00001,atr42s3g01831
aek_tsi13s3g00458,atr42s3g02545
aek_tsi13s3g00459,.
aek_tsi13s3g00460,.
aek_tsi13s3g00461,atr42s3g02543
aek_tsi13s3g00462,atr42s3g02542
aek_tsi13s3g00463,
aek_tsi13s3g00464,
aek_tsi13s3g00465,
aek_tsi13s3g00466,
aek_tsi13s3g00467,
aek_tsi13s3g00468,
aek_tsi13s3g00469,atr42s5g01929
aek_tsi13s3g00470,atr42s5g01928
aek_tsi13s3g00471,.
aek_tsi13s3g00472,atr42s5g01927
aek_tsi13s3g00473,atr42s5g01924
aek_tsi13s3g00474,.
aek_tsi13s3g00475,.
aek_tsi13s3g00476,.
aek_tsi13s3g00477,.
aek_tsi13s3g00478,.
aek_tsi13s3g00479,.
aek_tsi13s3g00480,.
aek_tsi13s3g00481,.
aek_tsi13s3g00482,atr42s5g01907
aek_tsi13s3g00483,.
aek_tsi13s3g00484,atr42s5g01903
aek_tsi13s3g00485,atr42s5g01900
aek_tsi13s3g00486,atr42s5g01898
aek_tsi13s3g00487,atr42s5g01896
aek_tsi13s3g00488,.
aek_tsi13s3g00489,atr42s4g02553
aek_tsi13s3g00490,.
aek_tsi13s3g00491,atr42s4g02550
aek_tsi13s3g00492,atr42s4g02549
aek_tsi13s3g00493,.
aek_tsi13s3g00494,atr42s4g02541
aek_tsi13s3g00495,atr42s4g02539
aek_tsi13s3g00496,atr42s4g02487
aek_tsi13s3g00497,atr42s4g02538
aek_tsi13s3g00498,atr42s4g02536
aek_tsi13s3g00499,atr42s4g02526
aek_tsi13s3g00500,atr42s4g02525
aek_tsi13s3g00501,.
aek_tsi13s3g00502,.
aek_tsi13s3g00503,.
aek_tsi13s3g00504,.
aek_tsi13s3g00505,atr42s5g01889
aek_tsi13s3g00506,.
aek_tsi13s3g00507,atr42s4g02560
aek_tsi13s3g00508,.
aek_tsi13s3g00509,atr42s4g02561
aek_tsi13s3g00510,atr42s4g02567
aek_tsi13s3g00511,.
aek_tsi13s3g00512,.
aek_tsi13s3g00513,atr42s4g02589
aek_tsi13s3g00514,atr42s4g02595
aek_tsi13s3g00515,.
aek_tsi13s3g00516,atr42s4g02510
aek_tsi13s3g00517,atr42s4g02598
aek_tsi13s3g00518,.
aek_tsi13s3g00519,atr42s4g02603
aek_tsi13s3g00520,atr42s4g02609
aek_tsi13s3g00521,atr42s4g02676
aek_tsi13s3g00522,atr42s4g02611
aek_tsi13s3g00523,atr42s4g02652
aek_tsi13s3g00524,atr42s4g02630
aek_tsi13s3g00525,atr42s4g02628
aek_tsi13s3g00526,atr42s4g02627
aek_tsi13s3g00527,atr42s4g02625
aek_tsi13s3g00528,.
aek_tsi13s3g00529,atr42s4g02623
aek_tsi13s3g00530,.
aek_tsi13s3g00531,atr42s4g02633
aek_tsi13s3g00532,atr42s4g02644
aek_tsi13s3g00533,atr42s4g02645
aek_tsi13s3g00534,atr42s4g02653
aek_tsi13s3g00535,.
aek_tsi13s3g00536,.
aek_tsi13s3g00537,atr42s4g02665
aek_tsi13s3g00538,.
aek_tsi13s3g00539,atr42s4g02668
aek_tsi13s3g00540,
aek_tsi13s3g00541,
aek_tsi13s3g00542,
aek_tsi13s3g00543,
aek_tsi13s3g00544,
aek_tsi13s3g00545,
aek_tsi13s3g00546,
aek_tsi13s3g00547,
aek_tsi13s3g00548,
aek_tsi13s3g00549,
aek_tsi13s3g00550,
aek_tsi13s3g00551,
aek_tsi13s3g00552,
aek_tsi13s3g00553,
aek_tsi13s3g00554,
aek_tsi13s3g00555,
aek_tsi13s3g00556,
aek_tsi13s3g00557,
aek_tsi13s3g00558,
aek_tsi13s3g00559,
aek_tsi13s3g00560,
aek_tsi13s3g00561,
aek_tsi13s3g00562,
aek_tsi13s3g00563,
aek_tsi13s3g00564,
aek_tsi13s3g00565,
aek_tsi13s3g00566,
aek_tsi13s3g00567,
aek_tsi13s3g00568,
aek_tsi13s3g00569,
aek_tsi13s3g00570,
aek_tsi13s3g00571,
aek_tsi13s3g00572,
aek_tsi13s3g00573,
aek_tsi13s3g00574,
aek_tsi13s3g00575,
aek_tsi13s3g00576,
aek_tsi13s3g00577,
aek_tsi13s3g00578,
aek_tsi13s3g00579,
aek_tsi13s3g00580,
aek_tsi13s3g00581,
aek_tsi13s3g00582,
aek_tsi13s3g00583,
aek_tsi13s3g00584,
aek_tsi13s3g00585,
aek_tsi13s3g00586,
aek_tsi13s3g00587,
aek_tsi13s3g00588,
aek_tsi13s3g00589,
aek_tsi13s3g00590,
aek_tsi13s3g00591,
aek_tsi13s3g00592,
aek_tsi13s3g00593,atr42s10g01703
aek_tsi13s3g00594,atr42s10g01738
aek_tsi13s3g00595,.
aek_tsi13s3g00596,.
aek_tsi13s3g00597,.
aek_tsi13s3g00598,.
aek_tsi13s3g00599,atr42s10g01755
aek_tsi13s3g00600,.
aek_tsi13s3g00601,.
aek_tsi13s3g00602,atr42s10g01742
aek_tsi13s3g00603,atr42s10g01733
aek_tsi13s3g00604,.
aek_tsi13s3g00605,atr42s10g01732
aek_tsi13s3g00606,atr42s10g01729
aek_tsi13s3g00607,.
aek_tsi13s3g00608,.
aek_tsi13s3g00609,atr42s10g01727
aek_tsi13s3g00610,.
aek_tsi13s3g00611,.
aek_tsi13s3g00612,.
aek_tsi13s3g00613,.
aek_tsi13s3g00614,.
aek_tsi13s3g00615,atr42s10g01751
aek_tsi13s3g00616,.
aek_tsi13s3g00617,.
aek_tsi13s3g00618,.
aek_tsi13s3g00619,atr42s10g01765
aek_tsi13s3g00620,.
aek_tsi13s3g00621,.
aek_tsi13s3g00622,atr42s10g01773
aek_tsi13s3g00623,.
aek_tsi13s3g00624,atr42s10g01780
aek_tsi13s3g00625,.
aek_tsi13s3g00626,.
aek_tsi13s3g00627,.
aek_tsi13s3g00628,.
aek_tsi13s3g00629,atr42s10g01784
aek_tsi13s3g00630,atr42s10g01786
aek_tsi13s3g00631,atr42s10g01795
aek_tsi13s3g00632,atr42s10g01809
aek_tsi13s3g00633,.
aek_tsi13s3g00634,.
aek_tsi13s3g00635,atr42s10g01823
aek_tsi13s3g00636,.
aek_tsi13s3g00637,.
aek_tsi13s3g00638,atr42s10g01825
aek_tsi13s3g00639,.
aek_tsi13s3g00640,.
aek_tsi13s3g00641,.
aek_tsi13s3g00642,.
aek_tsi13s3g00643,.
aek_tsi13s3g00644,.
aek_tsi13s3g00645,atr42s10g01836
aek_tsi13s3g00646,.
aek_tsi13s3g00647,atr42s10g01839
aek_tsi13s3g00648,atr42s10g01847
aek_tsi13s3g00649,atr42s10g01850
aek_tsi13s3g00650,atr42s10g01854
aek_tsi13s3g00651,
aek_tsi13s3g00652,
aek_tsi13s3g00653,
aek_tsi13s3g00654,
aek_tsi13s3g00655,
aek_tsi13s3g00656,
aek_tsi13s3g00657,
aek_tsi13s3g00658,
aek_tsi13s3g00659,
aek_tsi13s3g00660,
aek_tsi13s3g00661,
aek_tsi13s3g00662,
aek_tsi13s3g00663,
aek_tsi13s3g00664,
aek_tsi13s3g00665,
aek_tsi13s3g00666,
aek_tsi13s3g00667,
aek_tsi13s3g00668,
aek_tsi13s3g00669,
aek_tsi13s3g00670,
aek_tsi13s3g00671,
aek_tsi13s3g00672,
aek_tsi13s3g00673,
aek_tsi13s3g00674,
aek_tsi13s3g00675,
aek_tsi13s3g00676,
aek_tsi13s3g00677,
aek_tsi13s3g00678,
aek_tsi13s3g00679,
aek_tsi13s3g00680,
aek_tsi13s3g00681,atr42s10g00495
aek_tsi13s3g00682,atr42s10g00491
aek_tsi13s3g00683,atr42s10g00490
aek_tsi13s3g00684,.
aek_tsi13s3g00685,atr42s10g00470
aek_tsi13s3g00686,atr42s10g00464
aek_tsi13s3g00687,atr42s10g00463
aek_tsi13s3g00688,atr42s10g00436
aek_tsi13s3g00689,atr42s4g01440
aek_tsi13s3g00690,.
aek_tsi13s3g00691,atr42s4g01447
aek_tsi13s3g00692,atr42s10g00382
aek_tsi13s3g00693,.
aek_tsi13s3g00694,atr42s10g00366
aek_tsi13s3g00695,atr42s10g00365
aek_tsi13s3g00696,atr42s10g00361
aek_tsi13s3g00697,atr42s10g00352
aek_tsi13s3g00698,atr42s10g00342
aek_tsi13s3g00699,atr42s10g00328
aek_tsi13s3g00700,atr42s10g00314
aek_tsi13s3g00701,.
aek_tsi13s3g00702,.
aek_tsi13s3g00703,.
aek_tsi13s3g00704,atr42s4g01551
aek_tsi13s3g00705,.
aek_tsi13s3g00706,.
aek_tsi13s3g00707,atr42s4g01564
aek_tsi13s3g00708,atr42s4g01593
aek_tsi13s3g00709,atr42s4g01612
aek_tsi13s3g00710,atr42s4g01615
aek_tsi13s3g00711,atr42s4g01628
aek_tsi13s3g00712,.
aek_tsi13s3g00713,atr42s4g01468
aek_tsi13s3g00714,atr42s4g01485
aek_tsi13s3g00715,atr42s4g01505
aek_tsi13s3g00716,.
aek_tsi13s3g00717,atr42s4g02276
aek_tsi13s3g00718,atr42s4g01509
aek_tsi13s3g00719,atr42s4g02267
aek_tsi13s3g00720,atr42s4g02264
aek_tsi13s3g00721,.
aek_tsi13s3g00722,.
aek_tsi13s3g00723,.
aek_tsi13s3g00724,.
aek_tsi13s3g00725,.
aek_tsi13s3g00726,.
aek_tsi13s3g00727,.
aek_tsi13s3g00728,.
aek_tsi13s3g00729,.
aek_tsi13s3g00730,.
aek_tsi13s3g00731,.
aek_tsi13s3g00732,atr42s4g02246
aek_tsi13s3g00733,atr42s4g02245
aek_tsi13s3g00734,.
aek_tsi13s3g00735,.
aek_tsi13s3g00736,.
aek_tsi13s3g00737,.
aek_tsi13s3g00738,.
aek_tsi13s3g00739,.
aek_tsi13s3g00740,.
aek_tsi13s3g00741,.
aek_tsi13s3g00742,.
aek_tsi13s3g00743,.
aek_tsi13s3g00744,.
aek_tsi13s3g00745,.
aek_tsi13s3g00746,atr42s4g02222
aek_tsi13s3g00747,atr42s4g02215
aek_tsi13s3g00748,.
aek_tsi13s3g00749,.
aek_tsi13s3g00750,atr42s4g02185
aek_tsi13s3g00751,
aek_tsi13s3g00752,
aek_tsi13s3g00753,
aek_tsi13s3g00754,
aek_tsi13s3g00755,
aek_tsi13s3g00756,
aek_tsi13s3g00757,
aek_tsi13s3g00758,
aek_tsi13s3g00759,
aek_tsi13s3g00760,
aek_tsi13s3g00761,atr42s13g00515
aek_tsi13s3g00762,.
aek_tsi13s3g00763,.
aek_tsi13s3g00764,.
aek_tsi13s3g00765,atr42s13g00517
aek_tsi13s3g00766,.
aek_tsi13s3g00767,.
aek_tsi13s3g00768,.
aek_tsi13s3g00769,.
aek_tsi13s3g00770,.
aek_tsi13s3g00771,.
aek_tsi13s3g00772,.
aek_tsi13s3g00773,.
aek_tsi13s3g00774,.
aek_tsi13s3g00775,.
aek_tsi13s3g00776,.
aek_tsi13s3g00777,.
aek_tsi13s3g00778,.
aek_tsi13s3g00779,.
aek_tsi13s3g00780,.
aek_tsi13s3g00781,.
aek_tsi13s3g00782,.
aek_tsi13s3g00783,.
aek_tsi13s3g00784,.
aek_tsi13s3g00785,.
aek_tsi13s3g00786,.
aek_tsi13s3g00787,.
aek_tsi13s3g00788,.
aek_tsi13s3g00789,.
aek_tsi13s3g00790,.
aek_tsi13s3g00791,.
aek_tsi13s3g00792,.
aek_tsi13s3g00793,.
aek_tsi13s3g00794,.
aek_tsi13s3g00795,.
aek_tsi13s3g00796,.
aek_tsi13s3g00797,.
aek_tsi13s3g00798,.
aek_tsi13s3g00799,.
aek_tsi13s3g00800,.
aek_tsi13s3g00801,.
aek_tsi13s3g00802,atr42s13g00524
aek_tsi13s3g00803,.
aek_tsi13s3g00804,.
aek_tsi13s3g00805,.
aek_tsi13s3g00806,.
aek_tsi13s3g00807,.
aek_tsi13s3g00808,.
aek_tsi13s3g00809,.
aek_tsi13s3g00810,.
aek_tsi13s3g00811,.
aek_tsi13s3g00812,.
aek_tsi13s3g00813,.
aek_tsi13s3g00814,.
aek_tsi13s3g00815,.
aek_tsi13s3g00816,.
aek_tsi13s3g00817,.
aek_tsi13s3g00818,.
aek_tsi13s3g00819,.
aek_tsi13s3g00820,.
aek_tsi13s3g00821,.
aek_tsi13s3g00822,.
aek_tsi13s3g00823,atr42s13g00550
aek_tsi13s3g00824,.
aek_tsi13s3g00825,.
aek_tsi13s3g00826,.
aek_tsi13s3g00827,.
aek_tsi13s3g00828,.
aek_tsi13s3g00829,.
aek_tsi13s3g00830,.
aek_tsi13s3g00831,.
aek_tsi13s3g00832,.
aek_tsi13s3g00833,atr42s13g00584
aek_tsi13s3g00834,atr42s13g00596
aek_tsi13s3g00835,atr42s13g00597
aek_tsi13s3g00836,.
aek_tsi13s3g00837,.
aek_tsi13s3g00838,.
aek_tsi13s3g00839,.
aek_tsi13s3g00840,.
aek_tsi13s3g00841,.
aek_tsi13s3g00842,.
aek_tsi13s3g00843,.
aek_tsi13s3g00844,.
aek_tsi13s3g00845,atr42s13g00616
aek_tsi13s3g00846,atr42s13g00617
aek_tsi13s3g00847,.
aek_tsi13s3g00848,.
aek_tsi13s3g00849,.
aek_tsi13s3g00850,atr42s13g00628
aek_tsi13s3g00851,.
aek_tsi13s3g00852,.
aek_tsi13s3g00853,atr42s13g00629
aek_tsi13s3g00854,atr42s13g00631
aek_tsi13s3g00855,.
aek_tsi13s3g00856,.
aek_tsi13s3g00857,.
aek_tsi13s3g00858,.
aek_tsi13s3g00859,.
aek_tsi13s3g00860,.
aek_tsi13s3g00861,.
aek_tsi13s3g00862,.
aek_tsi13s3g00863,.
aek_tsi13s3g00864,.
aek_tsi13s3g00865,.
aek_tsi13s3g00866,atr42s13g00640
aek_tsi13s3g00867,atr42s13g00653
aek_tsi13s3g00868,.
aek_tsi13s3g00869,.
aek_tsi13s3g00870,.
aek_tsi13s3g00871,.
aek_tsi13s3g00872,.
aek_tsi13s3g00873,atr42s13g00658
aek_tsi13s3g00874,
aek_tsi13s3g00875,
aek_tsi13s3g00876,
aek_tsi13s3g00877,
aek_tsi13s3g00878,
aek_tsi13s3g00879,
aek_tsi13s3g00880,
aek_tsi13s3g00881,
aek_tsi13s3g00882,
aek_tsi13s3g00883,
aek_tsi13s3g00884,
aek_tsi13s3g00885,
aek_tsi13s3g00886,
aek_tsi13s3g00887,
aek_tsi13s3g00888,
aek_tsi13s3g00889,
aek_tsi13s3g00890,
aek_tsi13s3g00891,
aek_tsi13s3g00892,
aek_tsi13s3g00893,
aek_tsi13s3g00894,
aek_tsi13s3g00895,
aek_tsi13s3g00896,
aek_tsi13s3g00897,
aek_tsi13s3g00898,
aek_tsi13s3g00899,
aek_tsi13s3g00900,
aek_tsi13s3g00901,
aek_tsi13s3g00902,
aek_tsi13s3g00903,
aek_tsi13s3g00904,
aek_tsi13s3g00905,
aek_tsi13s3g00906,
aek_tsi13s3g00907,
aek_tsi13s3g00908,atr42s4g02678
aek_tsi13s3g00909,atr42s4g02680
aek_tsi13s3g00910,atr42s4g02681
aek_tsi13s3g00911,.
aek_tsi13s3g00912,.
aek_tsi13s3g00913,atr42s4g02682
aek_tsi13s3g00914,.
aek_tsi13s3g00915,.
aek_tsi13s3g00916,atr42s4g02687
aek_tsi13s3g00917,.
aek_tsi13s3g00918,atr42s4g02690
aek_tsi13s3g00919,.
aek_tsi13s3g00920,atr42s4g02695
aek_tsi13s3g00921,atr42s4g02701
aek_tsi13s3g00922,.
aek_tsi13s3g00923,.
aek_tsi13s3g00924,.
aek_tsi13s3g00925,.
aek_tsi13s3g00926,.
aek_tsi13s3g00927,.
aek_tsi13s3g00928,.
aek_tsi13s3g00929,.
aek_tsi13s3g00930,.
aek_tsi13s3g00931,atr42s4g02715
aek_tsi13s3g00932,.
aek_tsi13s3g00933,.
aek_tsi13s3g00934,.
aek_tsi13s3g00935,.
aek_tsi13s3g00936,.
aek_tsi13s3g00937,.
aek_tsi13s3g00938,.
aek_tsi13s3g00939,.
aek_tsi13s3g00940,atr42s4g02718
aek_tsi13s3g00941,.
aek_tsi13s3g00942,atr42s4g02722
aek_tsi13s3g00943,atr42s4g02723
aek_tsi13s3g00944,
aek_tsi13s3g00945,
aek_tsi13s3g00946,
aek_tsi13s3g00947,
aek_tsi13s3g00948,
aek_tsi13s3g00949,
aek_tsi13s3g00950,
aek_tsi13s3g00951,
aek_tsi13s3g00952,
aek_tsi13s3g00953,
aek_tsi13s3g00954,
aek_tsi13s3g00955,
aek_tsi13s3g00956,
aek_tsi13s3g00957,
aek_tsi13s3g00958,
aek_tsi13s3g00959,
aek_tsi13s3g00960,
aek_tsi13s3g00961,
aek_tsi13s3g00962,
aek_tsi13s3g00963,
aek_tsi13s3g00964,atr42s10g00060
aek_tsi13s3g00965,.
aek_tsi13s3g00966,atr42s10g00072
aek_tsi13s3g00967,.
aek_tsi13s3g00968,.
aek_tsi13s3g00969,.
aek_tsi13s3g00970,.
aek_tsi13s3g00971,.
aek_tsi13s3g00972,.
aek_tsi13s3g00973,.
aek_tsi13s3g00974,.
aek_tsi13s3g00975,.
aek_tsi13s3g00976,.
aek_tsi13s3g00977,.
aek_tsi13s3g00978,.
aek_tsi13s3g00979,.
aek_tsi13s3g00980,.
aek_tsi13s3g00981,.
aek_tsi13s3g00982,.
aek_tsi13s3g00983,.
aek_tsi13s3g00984,.
aek_tsi13s3g00985,.
aek_tsi13s3g00986,.
aek_tsi13s3g00987,.
aek_tsi13s3g00988,.
aek_tsi13s3g00989,.
aek_tsi13s3g00990,.
aek_tsi13s3g00991,atr42s10g00095
aek_tsi13s3g00992,atr42s10g00101
aek_tsi13s3g00993,atr42s10g00103
aek_tsi13s3g00994,atr42s10g00108
aek_tsi13s3g00995,atr42s10g00116
aek_tsi13s3g00996,.
aek_tsi13s3g00997,atr42s10g00117
aek_tsi13s3g00998,.
aek_tsi13s3g00999,.
aek_tsi13s3g01000,atr42s10g00119
aek_tsi13s3g01001,
aek_tsi13s3g01002,
aek_tsi13s3g01003,
aek_tsi13s3g01004,
aek_tsi13s3g01005,
aek_tsi13s3g01006,
aek_tsi13s3g01007,
aek_tsi13s3g01008,
aek_tsi13s3g01009,
aek_tsi13s3g01010,
aek_tsi13s3g01011,
aek_tsi13s3g01012,
aek_tsi13s3g01013,
aek_tsi13s3g01014,
aek_tsi13s3g01015,
aek_tsi13s3g01016,
aek_tsi13s3g01017,
aek_tsi13s3g01018,
aek_tsi13s3g01019,
aek_tsi13s3g01020,
aek_tsi13s3g01021,
aek_tsi13s3g01022,
aek_tsi13s3g01023,
aek_tsi13s3g01024,
aek_tsi13s3g01025,
aek_tsi13s3g01026,
aek_tsi13s3g01027,
aek_tsi13s3g01028,
aek_tsi13s3g01029,
aek_tsi13s3g01030,
aek_tsi13s3g01031,
aek_tsi13s3g01032,
aek_tsi13s3g01033,
aek_tsi13s3g01034,
aek_tsi13s3g01035,
aek_tsi13s3g01036,
aek_tsi13s3g01037,
aek_tsi13s3g01038,
aek_tsi13s3g01039,
aek_tsi13s3g01040,atr42s4g00503
aek_tsi13s3g01041,.
aek_tsi13s3g01042,.
aek_tsi13s3g01043,.
aek_tsi13s3g01044,.
aek_tsi13s3g01045,.
aek_tsi13s3g01046,.
aek_tsi13s3g01047,.
aek_tsi13s3g01048,.
aek_tsi13s3g01049,atr42s4g00493
aek_tsi13s3g01050,.
aek_tsi13s3g01051,.
aek_tsi13s3g01052,.
aek_tsi13s3g01053,.
aek_tsi13s3g01054,.
aek_tsi13s3g01055,.
aek_tsi13s3g01056,.
aek_tsi13s3g01057,atr42s4g00459
aek_tsi13s3g01058,atr42s4g00457
aek_tsi13s3g01059,.
aek_tsi13s3g01060,.
aek_tsi13s3g01061,atr42s4g00445
aek_tsi13s3g01062,.
aek_tsi13s3g01063,.
aek_tsi13s3g01064,.
aek_tsi13s3g01065,.
aek_tsi13s3g01066,.
aek_tsi13s3g01067,atr42s4g00443
aek_tsi13s3g01068,.
aek_tsi13s3g01069,.
aek_tsi13s3g01070,.
aek_tsi13s3g01071,.
aek_tsi13s3g01072,.
aek_tsi13s3g01073,.
aek_tsi13s3g01074,.
aek_tsi13s3g01075,.
aek_tsi13s3g01076,atr42s4g00434
aek_tsi13s3g01077,.
aek_tsi13s3g01078,atr42s4g00419
aek_tsi13s3g01079,.
aek_tsi13s3g01080,atr42s4g00390
aek_tsi13s3g01081,.
aek_tsi13s3g01082,.
aek_tsi13s3g01083,.
aek_tsi13s3g01084,.
aek_tsi13s3g01085,atr42s4g00385
aek_tsi13s3g01086,
aek_tsi13s3g01087,
aek_tsi13s3g01088,
aek_tsi13s3g01089,
aek_tsi13s3g01090,
aek_tsi13s3g01091,
aek_tsi13s3g01092,
aek_tsi13s3g01093,
aek_tsi13s3g01094,
aek_tsi13s3g01095,
aek_tsi13s3g01096,
aek_tsi13s3g01097,
aek_tsi13s3g01098,
aek_tsi13s3g01099,
aek_tsi13s3g01100,
aek_tsi13s3g01101,
aek_tsi13s3g01102,atr42s9g00144
aek_tsi13s3g01103,atr42s9g00146
aek_tsi13s3g01104,.
aek_tsi13s3g01105,.
aek_tsi13s3g01106,.
aek_tsi13s3g01107,.
aek_tsi13s3g01108,.
aek_tsi13s3g01109,.
aek_tsi13s3g01110,atr42s9g00147
aek_tsi13s3g01111,.
aek_tsi13s3g01112,.
aek_tsi13s3g01113,atr42s9g00148
aek_tsi13s3g01114,.
aek_tsi13s3g01115,.
aek_tsi13s3g01116,.
aek_tsi13s3g01117,.
aek_tsi13s3g01118,.
aek_tsi13s3g01119,.
aek_tsi13s3g01120,.
aek_tsi13s3g01121,.
aek_tsi13s3g01122,.
aek_tsi13s3g01123,.
aek_tsi13s3g01124,.
aek_tsi13s3g01125,.
aek_tsi13s3g01126,.
aek_tsi13s3g01127,.
aek_tsi13s3g01128,.
aek_tsi13s3g01129,.
aek_tsi13s3g01130,atr42s9g00315
aek_tsi13s3g01131,atr42s9g00311
aek_tsi13s3g01132,.
aek_tsi13s3g01133,.
aek_tsi13s3g01134,.
aek_tsi13s3g01135,.
aek_tsi13s3g01136,.
aek_tsi13s3g01137,atr42s9g00291
aek_tsi13s3g01138,.
aek_tsi13s3g01139,.
aek_tsi13s3g01140,.
aek_tsi13s3g01141,.
aek_tsi13s3g01142,atr42s9g00280
aek_tsi13s3g01143,.
aek_tsi13s3g01144,.
aek_tsi13s3g01145,.
aek_tsi13s3g01146,.
aek_tsi13s3g01147,.
aek_tsi13s3g01148,.
aek_tsi13s3g01149,.
aek_tsi13s3g01150,.
aek_tsi13s3g01151,atr42s9g00247
aek_tsi13s3g01152,atr42s9g00319
aek_tsi13s3g01153,.
aek_tsi13s3g01154,atr42s9g00322
aek_tsi13s3g01155,atr42s9g00325
aek_tsi13s3g01156,.
aek_tsi13s3g01157,atr42s9g00332
aek_tsi13s3g01158,atr42s9g00335
aek_tsi13s3g01159,.
aek_tsi13s3g01160,atr42s9g00337
aek_tsi13s3g01161,
aek_tsi13s4g00001,
aek_tsi13s4g00002,
aek_tsi13s4g00003,
aek_tsi13s4g00004,
aek_tsi13s4g00005,
aek_tsi13s4g00006,atr42s1g02386
aek_tsi13s4g00007,.
aek_tsi13s4g00008,.
aek_tsi13s4g00009,.
aek_tsi13s4g00010,.
aek_tsi13s4g00011,.
aek_tsi13s4g00012,atr42s1g02415
aek_tsi13s4g00013,.
aek_tsi13s4g00014,.
aek_tsi13s4g00015,atr42s1g02425
aek_tsi13s4g00016,atr42s1g02432
aek_tsi13s4g00017,.
aek_tsi13s4g00018,.
aek_tsi13s4g00019,atr42s1g02433
aek_tsi13s4g00020,.
aek_tsi13s4g00021,.
aek_tsi13s4g00022,.
aek_tsi13s4g00023,.
aek_tsi13s4g00024,.
aek_tsi13s4g00025,.
aek_tsi13s4g00026,.
aek_tsi13s4g00027,.
aek_tsi13s4g00028,.
aek_tsi13s4g00029,.
aek_tsi13s4g00030,.
aek_tsi13s4g00031,.
aek_tsi13s4g00032,.
aek_tsi13s4g00033,atr42s1g02448
aek_tsi13s4g00034,.
aek_tsi13s4g00035,.
aek_tsi13s4g00036,.
aek_tsi13s4g00037,atr42s1g02456
aek_tsi13s4g00038,.
aek_tsi13s4g00039,.
aek_tsi13s4g00040,.
aek_tsi13s4g00041,.
aek_tsi13s4g00042,.
aek_tsi13s4g00043,atr42s1g02459
aek_tsi13s4g00044,.
aek_tsi13s4g00045,.
aek_tsi13s4g00046,atr42s1g02462
aek_tsi13s4g00047,.
aek_tsi13s4g00048,.
aek_tsi13s4g00049,.
aek_tsi13s4g00050,.
aek_tsi13s4g00051,atr42s1g02467
aek_tsi13s4g00052,.
aek_tsi13s4g00053,.
aek_tsi13s4g00054,.
aek_tsi13s4g00055,.
aek_tsi13s4g00056,.
aek_tsi13s4g00057,.
aek_tsi13s4g00058,atr42s1g02483
aek_tsi13s4g00059,.
aek_tsi13s4g00060,.
aek_tsi13s4g00061,.
aek_tsi13s4g00062,atr42s1g02485
aek_tsi13s4g00063,atr42s1g02486
aek_tsi13s4g00064,.
aek_tsi13s4g00065,.
aek_tsi13s4g00066,.
aek_tsi13s4g00067,atr42s1g02488
aek_tsi13s4g00068,atr42s1g02493
aek_tsi13s4g00069,atr42s1g02494
aek_tsi13s4g00070,atr42s1g02501
aek_tsi13s4g00071,.
aek_tsi13s4g00072,atr42s1g02507
aek_tsi13s4g00073,atr42s1g02509
aek_tsi13s4g00074,atr42s1g02519
aek_tsi13s4g00075,.
aek_tsi13s4g00076,.
aek_tsi13s4g00077,.
aek_tsi13s4g00078,.
aek_tsi13s4g00079,atr42s1g02521
aek_tsi13s4g00080,.
aek_tsi13s4g00081,atr42s1g02522
aek_tsi13s4g00082,.
aek_tsi13s4g00083,.
aek_tsi13s4g00084,.
aek_tsi13s4g00085,.
aek_tsi13s4g00086,.
aek_tsi13s4g00087,.
aek_tsi13s4g00088,atr42s1g02527
aek_tsi13s4g00089,.
aek_tsi13s4g00090,atr42s1g02530
aek_tsi13s4g00091,.
aek_tsi13s4g00092,.
aek_tsi13s4g00093,.
aek_tsi13s4g00094,atr42s1g02537
aek_tsi13s4g00095,.
aek_tsi13s4g00096,atr42s1g02538
aek_tsi13s4g00097,
aek_tsi13s4g00098,
aek_tsi13s4g00099,
aek_tsi13s4g00100,
aek_tsi13s4g00101,atr42s12g02065
aek_tsi13s4g00102,.
aek_tsi13s4g00103,.
aek_tsi13s4g00104,.
aek_tsi13s4g00105,.
aek_tsi13s4g00106,.
aek_tsi13s4g00107,atr42s12g02064
aek_tsi13s4g00108,.
aek_tsi13s4g00109,.
aek_tsi13s4g00110,.
aek_tsi13s4g00111,.
aek_tsi13s4g00112,.
aek_tsi13s4g00113,.
aek_tsi13s4g00114,.
aek_tsi13s4g00115,.
aek_tsi13s4g00116,.
aek_tsi13s4g00117,.
aek_tsi13s4g00118,.
aek_tsi13s4g00119,.
aek_tsi13s4g00120,.
aek_tsi13s4g00121,atr42s12g02048
aek_tsi13s4g00122,.
aek_tsi13s4g00123,atr42s12g02046
aek_tsi13s4g00124,.
aek_tsi13s4g00125,.
aek_tsi13s4g00126,.
aek_tsi13s4g00127,.
aek_tsi13s4g00128,.
aek_tsi13s4g00129,.
aek_tsi13s4g00130,.
aek_tsi13s4g00131,.
aek_tsi13s4g00132,.
aek_tsi13s4g00133,.
aek_tsi13s4g00134,atr42s12g02044
aek_tsi13s4g00135,.
aek_tsi13s4g00136,.
aek_tsi13s4g00137,.
aek_tsi13s4g00138,atr42s12g02043
aek_tsi13s4g00139,atr42s12g02035
aek_tsi13s4g00140,
aek_tsi13s4g00141,
aek_tsi13s4g00142,
aek_tsi13s4g00143,
aek_tsi13s4g00144,
aek_tsi13s4g00145,
aek_tsi13s4g00146,
aek_tsi13s4g00147,
aek_tsi13s4g00148,
aek_tsi13s4g00149,
aek_tsi13s4g00150,
